Date,Open,High,Low,Close,Adj Close,Volume
2021-10-21,856.000000,900.000000,855.500000,894.000000,894.000000,31481500
2021-10-22,895.500000,910.000000,890.960022,909.679993,909.679993,22880800
2021-10-25,950.530029,1045.020020,944.200012,1024.859985,1024.859985,62852100
2021-10-26,1024.689941,1094.939941,1001.440002,1018.429993,1018.429993,62415000
2021-10-27,1039.660034,1070.880005,1030.780029,1037.859985,1037.859985,38526500
2021-10-28,1068.310059,1081.000000,1054.199951,1077.040039,1077.040039,27213200
2021-10-29,1081.859985,1115.209961,1073.209961,1114.000000,1114.000000,29918400
2021-11-01,1145.000000,1209.750000,1118.660034,1208.589966,1208.589966,56048700
2021-11-02,1159.359985,1208.589966,1146.000000,1172.000000,1172.000000,42737800
2021-11-03,1177.329956,1215.390015,1152.619995,1213.859985,1213.859985,34628500
2021-11-04,1234.410034,1243.489990,1217.000000,1229.910034,1229.910034,25397400
2021-11-05,1228.000000,1239.869995,1208.000000,1222.089966,1222.089966,21579900
2021-11-08,1149.790039,1197.000000,1133.000000,1162.939941,1162.939941,33445700
2021-11-09,1173.599976,1174.500000,1011.520020,1023.500000,1023.500000,59105800
2021-11-10,1010.409973,1078.099976,987.309998,1067.949951,1067.949951,42802700
2021-11-11,1102.770020,1104.969971,1054.680054,1063.510010,1063.510010,22396600
2021-11-12,1047.500000,1054.500000,1019.200012,1033.420044,1033.420044,25182300
2021-11-15,1017.630005,1031.979980,978.599976,1013.390015,1013.390015,34775600
2021-11-16,1003.309998,1057.199951,1002.179993,1054.729980,1054.729980,26542400
2021-11-17,1063.510010,1119.640015,1055.500000,1089.010010,1089.010010,31445400
2021-11-18,1106.550049,1112.000000,1075.020020,1096.380005,1096.380005,20898900
2021-11-19,1098.869995,1138.719971,1092.699951,1137.060059,1137.060059,21642300
2021-11-22,1162.329956,1201.949951,1132.430054,1156.869995,1156.869995,33072500
2021-11-23,1167.510010,1180.500000,1062.699951,1109.030029,1109.030029,36171700
2021-11-24,1080.390015,1132.770020,1062.000000,1116.000000,1116.000000,22560200
2021-11-26,1099.469971,1108.780029,1081.000000,1081.920044,1081.920044,11680900
2021-11-29,1100.989990,1142.670044,1100.189941,1136.989990,1136.989990,19464500
2021-11-30,1144.369995,1168.000000,1118.000000,1144.760010,1144.760010,27092000
2021-12-01,1160.699951,1172.839966,1090.760010,1095.000000,1095.000000,22816800
2021-12-02,1099.060059,1113.000000,1056.650024,1084.599976,1084.599976,24371600
2021-12-03,1084.790039,1090.579956,1000.210022,1014.969971,1014.969971,30696300
2021-12-06,1001.510010,1021.640015,950.500000,1009.010010,1009.010010,27221000
2021-12-07,1044.199951,1057.670044,1026.810059,1051.750000,1051.750000,18694900
2021-12-08,1052.709961,1072.380005,1033.000000,1068.959961,1068.959961,13968800
2021-12-09,1060.640015,1062.489990,1002.359985,1003.799988,1003.799988,19812800
2021-12-10,1008.750000,1020.979980,982.530029,1017.030029,1017.030029,19855000
2021-12-13,1001.090027,1005.000000,951.419983,966.409973,966.409973,26198500
2021-12-14,945.000000,966.409973,930.000000,958.510010,958.510010,23602100
2021-12-15,953.210022,978.750000,928.250000,975.989990,975.989990,25056400
2021-12-16,994.500000,994.979980,921.849976,926.919983,926.919983,27590500
2021-12-17,914.770020,960.659973,909.039978,932.570007,932.570007,33479100
2021-12-20,910.700012,921.690002,893.390015,899.940002,899.940002,18826700
2021-12-21,916.869995,939.500000,886.119995,938.530029,938.530029,23839300
2021-12-22,965.659973,1015.659973,957.049988,1008.869995,1008.869995,31211400
2021-12-23,1006.799988,1072.979980,997.559998,1067.000000,1067.000000,30904400
2021-12-27,1073.670044,1117.000000,1070.719971,1093.939941,1093.939941,23715300
2021-12-28,1109.489990,1119.000000,1078.420044,1088.469971,1088.469971,20108000
2021-12-29,1098.640015,1104.000000,1064.140015,1086.189941,1086.189941,18718000
2021-12-30,1061.329956,1095.550049,1053.150024,1070.339966,1070.339966,15680300
2021-12-31,1073.439941,1082.000000,1054.589966,1056.780029,1056.780029,13577900
2022-01-03,1147.750000,1201.069946,1136.040039,1199.780029,1199.780029,34643800
2022-01-04,1189.550049,1208.000000,1123.050049,1149.589966,1149.589966,33416100
2022-01-05,1146.650024,1170.339966,1081.010010,1088.119995,1088.119995,26706600
2022-01-06,1077.000000,1088.000000,1020.500000,1064.699951,1064.699951,30112200
2022-01-07,1080.369995,1080.930054,1010.000000,1026.959961,1026.959961,27919000
2022-01-10,1000.000000,1059.099976,980.000000,1058.119995,1058.119995,30605000
2022-01-11,1053.670044,1075.849976,1038.819946,1064.400024,1064.400024,22021100
2022-01-12,1078.849976,1114.839966,1072.589966,1106.219971,1106.219971,27913000
2022-01-13,1109.069946,1115.599976,1026.540039,1031.560059,1031.560059,32403300
2022-01-14,1019.880005,1052.000000,1013.380005,1049.609985,1049.609985,24246600
2022-01-18,1026.609985,1070.790039,1016.059998,1030.510010,1030.510010,22247800
2022-01-19,1041.709961,1054.670044,995.000000,995.650024,995.650024,25147500
2022-01-20,1009.729980,1041.660034,994.000000,996.270020,996.270020,23496200
2022-01-21,996.340027,1004.549988,940.500000,943.900024,943.900024,34126500
2022-01-24,904.760010,933.510010,851.469971,930.000000,930.000000,50791700
2022-01-25,914.200012,951.260010,903.210022,918.400024,918.400024,28548800
